"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2011/08/31","14:30","3.382","-","3.46"
"2011/08/31","14:36","3.419","-","3.51"
"2011/08/31","14:42","3.452","-","3.55"
"2011/08/31","14:48","3.482","-","3.6"
"2011/08/31","14:54","3.509","-","3.64"
"2011/08/31","15:00","3.532","-","3.67"
"2011/08/31","15:06","3.551","-","3.7"
"2011/08/31","15:12","3.567","-","3.72"
"2011/08/31","15:18","3.578","-","3.75"
"2011/08/31","15:24","3.586","-","3.75"
"2011/08/31","15:30","3.59","-","3.75"
"2011/08/31","15:36","3.59","-","3.76"
"2011/08/31","15:42","3.586","-","3.76"
"2011/08/31","15:48","3.578","-","3.75"
"2011/08/31","15:54","3.566","-","3.75"
"2011/08/31","16:00","3.549","-","3.74"
"2011/08/31","16:06","3.529","-","3.74"
"2011/08/31","16:12","3.505","-","3.71"
"2011/08/31","16:18","3.476","-","3.69"
"2011/08/31","16:24","3.444","-","3.65"
"2011/08/31","16:30","3.408","-","3.63"
"2011/08/31","16:36","3.368","-","3.59"
"2011/08/31","16:42","3.324","-","3.54"
"2011/08/31","16:48","3.278","-","3.48"
"2011/08/31","16:54","3.228","-","3.43"
"2011/08/31","17:00","3.174","-","3.36"
"2011/08/31","17:06","3.118","-","3.3"
"2011/08/31","17:12","3.06","-","3.24"
"2011/08/31","17:18","2.999","-","3.19"
"2011/08/31","17:24","2.936","-","3.12"
"2011/08/31","17:30","2.87","-","3.07"
"2011/08/31","17:36","2.803","-","3"
"2011/08/31","17:42","2.735","-","2.94"
"2011/08/31","17:48","2.665","-","2.87"
"2011/08/31","17:54","2.594","-","2.82"
"2011/08/31","18:00","2.522","-","2.74"
"2011/08/31","18:06","2.449","-","2.69"
"2011/08/31","18:12","2.375","-","2.63"
"2011/08/31","18:18","2.301","-","2.58"
"2011/08/31","18:24","2.226","-","2.51"
"2011/08/31","18:30","2.151","-","2.45"
"2011/08/31","18:36","2.076","-","2.39"
"2011/08/31","18:42","2","-","2.33"
"2011/08/31","18:48","1.924","-","2.25"
"2011/08/31","18:54","1.848","-","2.18"
"2011/08/31","19:00","1.772","-","2.09"
"2011/08/31","19:06","1.695","-","2.02"
"2011/08/31","19:12","1.618","-","1.94"
"2011/08/31","19:18","1.542","-","1.85"
"2011/08/31","19:24","1.465","-","1.77"
"2011/08/31","19:30","1.388","-","1.72"
"2011/08/31","19:36","1.311","-","1.66"
"2011/08/31","19:42","1.235","-","1.61"
"2011/08/31","19:48","1.158","-","1.56"
"2011/08/31","19:54","1.082","-","1.5"
"2011/08/31","20:00","1.007","-","1.42"
"2011/08/31","20:06","0.932","-","1.34"
"2011/08/31","20:12","0.857","-","1.26"
"2011/08/31","20:18","0.784","-","1.16"
"2011/08/31","20:24","0.712","-","1.06"
"2011/08/31","20:30","0.641","-","0.97"
"2011/08/31","20:36","0.572","-","0.88"
"2011/08/31","20:42","0.505","-","0.8"
"2011/08/31","20:48","0.441","-","0.71"
"2011/08/31","20:54","0.379","-","0.62"
"2011/08/31","21:00","0.319","-","0.53"
"2011/08/31","21:06","0.263","-","0.46"
"2011/08/31","21:12","0.211","-","0.38"
"2011/08/31","21:18","0.162","-","0.33"
"2011/08/31","21:24","0.117","-","0.27"
"2011/08/31","21:30","0.077","-","0.22"
"2011/08/31","21:36","0.041","-","0.18"
"2011/08/31","21:42","0.01","-","0.14"
"2011/08/31","21:48","-0.015","-","0.12"
"2011/08/31","21:54","-0.036","-","0.1"
"2011/08/31","22:00","-0.051","-","0.08"
"2011/08/31","22:06","-0.06","-","0.07"
"2011/08/31","22:12","-0.063","-","0.05"
"2011/08/31","22:18","-0.06","-","0.03"
"2011/08/31","22:24","-0.051","-","0.04"
"2011/08/31","22:30","-0.036","-","0.05"
"2011/08/31","22:36","-0.015","-","0.07"
"2011/08/31","22:42","0.012","-","0.11"
"2011/08/31","22:48","0.044","-","0.15"
"2011/08/31","22:54","0.083","-","0.19"
"2011/08/31","23:00","0.127","-","0.24"
"2011/08/31","23:06","0.177","-","0.3"
"2011/08/31","23:12","0.232","-","0.37"
"2011/08/31","23:18","0.291","-","0.44"
"2011/08/31","23:24","0.356","-","0.52"
"2011/08/31","23:30","0.425","-","0.6"
"2011/08/31","23:36","0.498","-","0.7"
"2011/08/31","23:42","0.574","-","0.8"
"2011/08/31","23:48","0.654","-","0.89"
"2011/08/31","23:54","0.736","-","1"
"2011/09/01","00:00","0.821","-","1.1"
"2011/09/01","00:06","0.908","-","1.19"
"2011/09/01","00:12","0.997","-","1.27"
"2011/09/01","00:18","1.087","-","1.36"
"2011/09/01","00:24","1.178","-","1.44"
"2011/09/01","00:30","1.269","-","1.54"
"2011/09/01","00:36","1.36","-","1.62"
"2011/09/01","00:42","1.45","-","1.71"
"2011/09/01","00:48","1.54","-","1.8"
"2011/09/01","00:54","1.629","-","1.89"
"2011/09/01","01:00","1.716","-","1.96"
"2011/09/01","01:06","1.802","-","2.04"
"2011/09/01","01:12","1.885","-","2.12"
"2011/09/01","01:18","1.967","-","2.21"
"2011/09/01","01:24","2.046","-","2.27"
"2011/09/01","01:30","2.122","-","2.35"
"2011/09/01","01:36","2.196","-","2.42"
"2011/09/01","01:42","2.267","-","2.52"
"2011/09/01","01:48","2.335","-","2.6"
"2011/09/01","01:54","2.399","-","2.66"
"2011/09/01","02:00","2.461","-","2.72"
"2011/09/01","02:06","2.52","-","2.77"
"2011/09/01","02:12","2.575","-","2.83"
"2011/09/01","02:18","2.628","-","2.89"
"2011/09/01","02:24","2.677","-","2.95"
"2011/09/01","02:30","2.723","-","2.97"
"2011/09/01","02:36","2.766","-","3.02"
"2011/09/01","02:42","2.806","-","3.06"
"2011/09/01","02:48","2.843","-","3.09"
"2011/09/01","02:54","2.877","-","3.15"
"2011/09/01","03:00","2.908","-","3.21"
"2011/09/01","03:06","2.936","-","3.25"
"2011/09/01","03:12","2.96","-","3.29"
"2011/09/01","03:18","2.982","-","3.32"
"2011/09/01","03:24","3","-","3.36"
"2011/09/01","03:30","3.015","-","3.39"
"2011/09/01","03:36","3.026","-","3.42"
"2011/09/01","03:42","3.035","-","3.45"
"2011/09/01","03:48","3.04","-","3.46"
"2011/09/01","03:54","3.041","-","3.46"
"2011/09/01","04:00","3.039","-","3.46"
"2011/09/01","04:06","3.034","-","3.46"
"2011/09/01","04:12","3.025","-","3.44"
"2011/09/01","04:18","3.012","-","3.43"
"2011/09/01","04:24","2.996","-","3.41"
"2011/09/01","04:30","2.976","-","3.4"
"2011/09/01","04:36","2.952","-","3.39"
"2011/09/01","04:42","2.925","-","3.38"
"2011/09/01","04:48","2.894","-","3.34"
"2011/09/01","04:54","2.86","-","3.29"
"2011/09/01","05:00","2.823","-","3.25"
"2011/09/01","05:06","2.783","-","3.21"
"2011/09/01","05:12","2.74","-","3.18"
"2011/09/01","05:18","2.693","-","3.12"
"2011/09/01","05:24","2.644","-","3.07"
"2011/09/01","05:30","2.593","-","2.99"
"2011/09/01","05:36","2.539","-","2.93"
"2011/09/01","05:42","2.484","-","2.87"
"2011/09/01","05:48","2.426","-","2.8"
"2011/09/01","05:54","2.367","-","2.73"
"2011/09/01","06:00","2.306","-","2.67"
"2011/09/01","06:06","2.245","-","2.62"
"2011/09/01","06:12","2.182","-","2.56"
"2011/09/01","06:18","2.118","-","2.52"
"2011/09/01","06:24","2.054","-","2.47"
"2011/09/01","06:30","1.989","-","2.44"
"2011/09/01","06:36","1.924","-","2.38"
"2011/09/01","06:42","1.859","-","2.34"
"2011/09/01","06:48","1.793","-","2.27"
"2011/09/01","06:54","1.728","-","2.23"
"2011/09/01","07:00","1.662","-","2.16"
"2011/09/01","07:06","1.597","-","2.11"
"2011/09/01","07:12","1.531","-","2.04"
"2011/09/01","07:18","1.466","-","1.97"
"2011/09/01","07:24","1.401","-","1.91"
"2011/09/01","07:30","1.336","-","1.86"
"2011/09/01","07:36","1.271","-","1.8"
"2011/09/01","07:42","1.207","-","1.73"
"2011/09/01","07:48","1.143","-","1.67"
"2011/09/01","07:54","1.079","-","1.61"
"2011/09/01","08:00","1.015","-","1.55"
"2011/09/01","08:06","0.952","-","1.52"
"2011/09/01","08:12","0.889","-","1.48"
"2011/09/01","08:18","0.826","-","1.44"
"2011/09/01","08:24","0.765","-","1.38"
"2011/09/01","08:30","0.704","-","1.32"
"2011/09/01","08:36","0.643","-","1.24"
"2011/09/01","08:42","0.584","-","1.16"
"2011/09/01","08:48","0.526","-","1.07"
"2011/09/01","08:54","0.47","-","0.99"
"2011/09/01","09:00","0.415","-","0.91"
"2011/09/01","09:06","0.362","-","0.85"
"2011/09/01","09:12","0.312","-","0.78"
"2011/09/01","09:18","0.263","-","0.69"
"2011/09/01","09:24","0.218","-","0.59"
"2011/09/01","09:30","0.175","-","0.55"
"2011/09/01","09:36","0.136","-","0.51"
"2011/09/01","09:42","0.1","-","0.47"
"2011/09/01","09:48","0.069","-","0.44"
"2011/09/01","09:54","0.041","-","0.4"
"2011/09/01","10:00","0.018","-","0.34"
"2011/09/01","10:06","-0.001","-","0.31"
"2011/09/01","10:12","-0.014","-","0.27"
"2011/09/01","10:18","-0.023","-","0.23"
"2011/09/01","10:24","-0.026","-","0.21"
"2011/09/01","10:30","-0.024","-","0.2"
"2011/09/01","10:36","-0.016","-","0.19"
"2011/09/01","10:42","-0.002","-","0.19"
"2011/09/01","10:48","0.017","-","0.2"
"2011/09/01","10:54","0.042","-","0.22"
"2011/09/01","11:00","0.074","-","0.26"
"2011/09/01","11:06","0.111","-","0.3"
"2011/09/01","11:12","0.153","-","0.35"
"2011/09/01","11:18","0.202","-","0.4"
"2011/09/01","11:24","0.256","-","0.44"
"2011/09/01","11:30","0.315","-","0.5"
"2011/09/01","11:36","0.379","-","0.57"
"2011/09/01","11:42","0.449","-","0.65"
"2011/09/01","11:48","0.523","-","0.74"
"2011/09/01","11:54","0.601","-","0.83"
"2011/09/01","12:00","0.684","-","0.9"
"2011/09/01","12:06","0.77","-","0.97"
"2011/09/01","12:12","0.859","-","1.08"
"2011/09/01","12:18","0.951","-","1.18"
"2011/09/01","12:24","1.046","-","1.27"
"2011/09/01","12:30","1.143","-","1.37"
"2011/09/01","12:36","1.241","-","1.46"
"2011/09/01","12:42","1.341","-","1.56"
"2011/09/01","12:48","1.441","-","1.67"
"2011/09/01","12:54","1.542","-","1.76"
"2011/09/01","13:00","1.643","-","1.86"
"2011/09/01","13:06","1.744","-","1.96"
"2011/09/01","13:12","1.844","-","2.07"
"2011/09/01","13:18","1.943","-","2.16"
"2011/09/01","13:24","2.04","-","2.27"
"2011/09/01","13:30","2.136","-","2.36"
"2011/09/01","13:36","2.229","-","2.44"
"2011/09/01","13:42","2.321","-","2.52"
"2011/09/01","13:48","2.409","-","2.61"
"2011/09/01","13:54","2.496","-","2.7"
"2011/09/01","14:00","2.579","-","2.77"
"2011/09/01","14:06","2.66","-","2.85"
"2011/09/01","14:12","2.737","-","2.93"
"2011/09/01","14:18","2.811","-","3"
"2011/09/01","14:24","2.882","-","3.07"
"2011/09/01","14:30","2.95","-","3.14"
"2011/09/01","14:36","3.015","-","3.18"
"2011/09/01","14:42","3.076","-","3.25"
"2011/09/01","14:48","3.134","-","3.32"
"2011/09/01","14:54","3.189","-","3.37"
"2011/09/01","15:00","3.24","-","3.42"
"2011/09/01","15:06","3.288","-","3.47"
"2011/09/01","15:12","3.333","-","3.51"
"2011/09/01","15:18","3.375","-","3.57"
"2011/09/01","15:24","3.413","-","3.62"
"2011/09/01","15:30","3.449","-","3.67"
"2011/09/01","15:36","3.48","-","3.72"
"2011/09/01","15:42","3.509","-","3.75"
"2011/09/01","15:48","3.534","-","3.79"
"2011/09/01","15:54","3.555","-","3.83"
"2011/09/01","16:00","3.573","-","3.85"
"2011/09/01","16:06","3.588","-","3.88"
"2011/09/01","16:12","3.599","-","3.9"
"2011/09/01","16:18","3.606","-","3.92"
"2011/09/01","16:24","3.609","-","3.94"
"2011/09/01","16:30","3.609","-","3.94"
"2011/09/01","16:36","3.604","-","3.95"
"2011/09/01","16:42","3.596","-","3.94"
"2011/09/01","16:48","3.584","-","3.94"
"2011/09/01","16:54","3.568","-","3.93"
"2011/09/01","17:00","3.547","-","3.91"
"2011/09/01","17:06","3.523","-","3.88"
"2011/09/01","17:12","3.495","-","3.85"
"2011/09/01","17:18","3.463","-","3.79"
"2011/09/01","17:24","3.428","-","3.76"
"2011/09/01","17:30","3.389","-","3.69"
"2011/09/01","17:36","3.346","-","3.63"
"2011/09/01","17:42","3.3","-","3.58"
"2011/09/01","17:48","3.251","-","3.52"
"2011/09/01","17:54","3.199","-","3.45"
"2011/09/01","18:00","3.144","-","3.39"
"2011/09/01","18:06","3.087","-","3.33"
"2011/09/01","18:12","3.027","-","3.29"
"2011/09/01","18:18","2.965","-","3.22"
"2011/09/01","18:24","2.901","-","3.17"
"2011/09/01","18:30","2.836","-","3.1"
"2011/09/01","18:36","2.769","-","3.03"
"2011/09/01","18:42","2.701","-","2.99"
"2011/09/01","18:48","2.632","-","2.93"
"2011/09/01","18:54","2.562","-","2.88"
"2011/09/01","19:00","2.491","-","2.82"
"2011/09/01","19:06","2.419","-","2.77"
"2011/09/01","19:12","2.347","-","2.7"
"2011/09/01","19:18","2.274","-","2.63"
"2011/09/01","19:24","2.202","-","2.58"
"2011/09/01","19:30","2.128","-","2.51"
"2011/09/01","19:36","2.055","-","2.46"
"2011/09/01","19:42","1.982","-","2.41"
"2011/09/01","19:48","1.908","-","2.35"
"2011/09/01","19:54","1.834","-","2.32"
"2011/09/01","20:00","1.76","-","2.24"
"2011/09/01","20:06","1.686","-","2.2"
"2011/09/01","20:12","1.612","-","2.15"
"2011/09/01","20:18","1.538","-","2.08"
"2011/09/01","20:24","1.464","-","2"
"2011/09/01","20:30","1.389","-","1.93"
"2011/09/01","20:36","1.315","-","1.87"
"2011/09/01","20:42","1.241","-","1.81"
"2011/09/01","20:48","1.168","-","1.75"
"2011/09/01","20:54","1.095","-","1.67"
"2011/09/01","21:00","1.022","-","1.58"
"2011/09/01","21:06","0.95","-","1.48"
"2011/09/01","21:12","0.878","-","1.4"
"2011/09/01","21:18","0.808","-","1.3"
"2011/09/01","21:24","0.739","-","1.22"
"2011/09/01","21:30","0.672","-","1.14"
"2011/09/01","21:36","0.606","-","1.06"
"2011/09/01","21:42","0.542","-","0.98"
"2011/09/01","21:48","0.481","-","0.89"
"2011/09/01","21:54","0.422","-","0.81"
"2011/09/01","22:00","0.366","-","0.76"
"2011/09/01","22:06","0.313","-","0.7"
"2011/09/01","22:12","0.264","-","0.65"
"2011/09/01","22:18","0.218","-","0.58"
"2011/09/01","22:24","0.177","-","0.54"
"2011/09/01","22:30","0.14","-","0.49"
"2011/09/01","22:36","0.107","-","0.45"
"2011/09/01","22:42","0.079","-","0.42"
"2011/09/01","22:48","0.057","-","0.4"
"2011/09/01","22:54","0.039","-","0.35"
"2011/09/01","23:00","0.027","-","0.32"
"2011/09/01","23:06","0.02","-","0.29"
"2011/09/01","23:12","0.019","-","0.29"
"2011/09/01","23:18","0.024","-","0.29"
"2011/09/01","23:24","0.035","-","0.3"
"2011/09/01","23:30","0.051","-","0.31"
"2011/09/01","23:36","0.073","-","0.34"
"2011/09/01","23:42","0.101","-","0.36"
"2011/09/01","23:48","0.134","-","0.39"
"2011/09/01","23:54","0.173","-","0.44"
"2011/09/02","00:00","0.217","-","0.49"
"2011/09/02","00:06","0.266","-","0.54"
"2011/09/02","00:12","0.32","-","0.6"
"2011/09/02","00:18","0.379","-","0.68"
"2011/09/02","00:24","0.441","-","0.75"
"2011/09/02","00:30","0.508","-","0.82"
"2011/09/02","00:36","0.578","-","0.88"
"2011/09/02","00:42","0.651","-","0.96"
"2011/09/02","00:48","0.727","-","1.02"
"2011/09/02","00:54","0.806","-","1.11"
"2011/09/02","01:00","0.887","-","1.2"
"2011/09/02","01:06","0.969","-","1.29"
"2011/09/02","01:12","1.052","-","1.36"
"2011/09/02","01:18","1.136","-","1.44"
"2011/09/02","01:24","1.22","-","1.5"
"2011/09/02","01:30","1.305","-","1.6"
"2011/09/02","01:36","1.389","-","1.7"
"2011/09/02","01:42","1.472","-","1.79"
"2011/09/02","01:48","1.554","-","1.88"
"2011/09/02","01:54","1.635","-","1.95"
"2011/09/02","02:00","1.714","-","2.03"
"2011/09/02","02:06","1.791","-","2.1"
"2011/09/02","02:12","1.867","-","2.18"
"2011/09/02","02:18","1.939","-","2.24"
"2011/09/02","02:24","2.01","-","2.31"
"2011/09/02","02:30","2.078","-","2.37"
"2011/09/02","02:36","2.143","-","2.43"
"2011/09/02","02:42","2.206","-","2.5"
"2011/09/02","02:48","2.265","-","2.56"
"2011/09/02","02:54","2.322","-","2.62"
"2011/09/02","03:00","2.376","-","2.66"
"2011/09/02","03:06","2.428","-","2.71"
"2011/09/02","03:12","2.476","-","2.75"
"2011/09/02","03:18","2.521","-","2.81"
"2011/09/02","03:24","2.564","-","2.87"
"2011/09/02","03:30","2.604","-","2.91"
"2011/09/02","03:36","2.641","-","2.96"
"2011/09/02","03:42","2.676","-","3.01"
"2011/09/02","03:48","2.707","-","3.06"
"2011/09/02","03:54","2.736","-","3.1"
"2011/09/02","04:00","2.762","-","3.12"
"2011/09/02","04:06","2.785","-","3.16"
"2011/09/02","04:12","2.806","-","3.2"
"2011/09/02","04:18","2.823","-","3.22"
"2011/09/02","04:24","2.837","-","3.25"
"2011/09/02","04:30","2.849","-","3.26"
"2011/09/02","04:36","2.857","-","3.29"
"2011/09/02","04:42","2.862","-","3.31"
"2011/09/02","04:48","2.864","-","3.33"
"2011/09/02","04:54","2.863","-","3.34"
"2011/09/02","05:00","2.858","-","3.36"
"2011/09/02","05:06","2.85","-","3.37"
"2011/09/02","05:12","2.838","-","3.36"
"2011/09/02","05:18","2.824","-","3.36"
"2011/09/02","05:24","2.805","-","3.34"
"2011/09/02","05:30","2.783","-","3.33"
"2011/09/02","05:36","2.758","-","3.31"
"2011/09/02","05:42","2.73","-","3.28"
"2011/09/02","05:48","2.698","-","3.26"
"2011/09/02","05:54","2.663","-","3.23"
"2011/09/02","06:00","2.625","-","3.19"
"2011/09/02","06:06","2.585","-","3.16"
"2011/09/02","06:12","2.541","-","3.11"
"2011/09/02","06:18","2.496","-","3.05"
"2011/09/02","06:24","2.448","-","3"
"2011/09/02","06:30","2.398","-","2.96"
"2011/09/02","06:36","2.346","-","2.91"
"2011/09/02","06:42","2.293","-","2.84"
"2011/09/02","06:48","2.238","-","2.77"
"2011/09/02","06:54","2.182","-","2.71"
"2011/09/02","07:00","2.126","-","2.66"
"2011/09/02","07:06","2.068","-","2.61"
"2011/09/02","07:12","2.01","-","2.57"
"2011/09/02","07:18","1.952","-","2.55"
"2011/09/02","07:24","1.893","-","2.51"
"2011/09/02","07:30","1.835","-","2.47"
"2011/09/02","07:36","1.776","-","2.41"
"2011/09/02","07:42","1.718","-","2.38"
"2011/09/02","07:48","1.66","-","2.34"
"2011/09/02","07:54","1.602","-","2.27"
"2011/09/02","08:00","1.544","-","2.22"
"2011/09/02","08:06","1.487","-","2.18"
"2011/09/02","08:12","1.43","-","2.13"
"2011/09/02","08:18","1.373","-","2.1"
"2011/09/02","08:24","1.316","-","2.04"
"2011/09/02","08:30","1.26","-","2.01"
"2011/09/02","08:36","1.204","-","1.96"
"2011/09/02","08:42","1.149","-","1.91"
"2011/09/02","08:48","1.093","-","1.85"
"2011/09/02","08:54","1.038","-","1.82"
"2011/09/02","09:00","0.983","-","1.78"
"2011/09/02","09:06","0.929","-","1.73"
"2011/09/02","09:12","0.874","-","1.67"
"2011/09/02","09:18","0.821","-","1.62"
"2011/09/02","09:24","0.767","-","1.55"
"2011/09/02","09:30","0.715","-","1.5"
"2011/09/02","09:36","0.663","-","1.42"
"2011/09/02","09:42","0.612","-","1.35"
"2011/09/02","09:48","0.562","-","1.28"
"2011/09/02","09:54","0.514","-","1.23"
"2011/09/02","10:00","0.467","-","1.16"
"2011/09/02","10:06","0.422","-","1.1"
"2011/09/02","10:12","0.378","-","1.05"
"2011/09/02","10:18","0.338","-","0.98"
"2011/09/02","10:24","0.299","-","0.93"
"2011/09/02","10:30","0.264","-","0.88"
"2011/09/02","10:36","0.232","-","0.84"
"2011/09/02","10:42","0.203","-","0.8"
"2011/09/02","10:48","0.177","-","0.76"
"2011/09/02","10:54","0.156","-","0.71"
"2011/09/02","11:00","0.139","-","0.67"
"2011/09/02","11:06","0.126","-","0.64"
"2011/09/02","11:12","0.118","-","0.63"
"2011/09/02","11:18","0.115","-","0.62"
"2011/09/02","11:24","0.118","-","0.62"
"2011/09/02","11:30","0.125","-","0.63"
"2011/09/02","11:36","0.137","-","0.61"
"2011/09/02","11:42","0.155","-","0.63"
"2011/09/02","11:48","0.179","-","0.66"
"2011/09/02","11:54","0.208","-","0.69"
"2011/09/02","12:00","0.243","-","0.72"
"2011/09/02","12:06","0.283","-","0.76"
"2011/09/02","12:12","0.328","-","0.81"
"2011/09/02","12:18","0.379","-","0.85"
"2011/09/02","12:24","0.434","-","0.91"
"2011/09/02","12:30","0.495","-","0.96"
"2011/09/02","12:36","0.56","-","1.03"
"2011/09/02","12:42","0.63","-","1.11"
"2011/09/02","12:48","0.704","-","1.2"
"2011/09/02","12:54","0.781","-","1.3"
"2011/09/02","13:00","0.862","-","1.39"
"2011/09/02","13:06","0.946","-","1.48"
"2011/09/02","13:12","1.033","-","1.56"
"2011/09/02","13:18","1.122","-","1.66"
"2011/09/02","13:24","1.214","-","1.76"
"2011/09/02","13:30","1.306","-","1.86"
"2011/09/02","13:36","1.4","-","1.95"
"2011/09/02","13:42","1.494","-","2.04"
"2011/09/02","13:48","1.589","-","2.12"
"2011/09/02","13:54","1.684","-","2.22"
"2011/09/02","14:00","1.778","-","2.29"
"2011/09/02","14:06","1.871","-","2.38"
"2011/09/02","14:12","1.964","-","2.46"
"2011/09/02","14:18","2.054","-","2.54"
"2011/09/02","14:24","2.144","-","2.62"
"2011/09/02","14:30","2.231","-","2.69"
"2011/09/02","14:36","2.316","-","2.79"
"2011/09/02","14:42","2.399","-","2.87"
"2011/09/02","14:48","2.48","-","2.94"
"2011/09/02","14:54","2.557","-","3.01"
"2011/09/02","15:00","2.632","-","3.09"
"2011/09/02","15:06","2.705","-","3.15"
"2011/09/02","15:12","2.774","-","3.2"
"2011/09/02","15:18","2.841","-","3.27"
"2011/09/02","15:24","2.905","-","3.33"
"2011/09/02","15:30","2.965","-","3.36"
"2011/09/02","15:36","3.023","-","3.44"
"2011/09/02","15:42","3.078","-","3.49"
"2011/09/02","15:48","3.13","-","3.57"
"2011/09/02","15:54","3.18","-","3.6"
"2011/09/02","16:00","3.226","-","3.65"
"2011/09/02","16:06","3.269","-","3.71"
"2011/09/02","16:12","3.31","-","3.78"
"2011/09/02","16:18","3.347","-","3.82"
"2011/09/02","16:24","3.382","-","3.86"
"2011/09/02","16:30","3.414","-","3.91"
"2011/09/02","16:36","3.442","-","3.99"
"2011/09/02","16:42","3.468","-","4.01"
"2011/09/02","16:48","3.49","-","4.03"
"2011/09/02","16:54","3.509","-","4.06"
"2011/09/02","17:00","3.525","-","4.07"
"2011/09/02","17:06","3.537","-","4.08"
"2011/09/02","17:12","3.546","-","4.11"
"2011/09/02","17:18","3.551","-","4.12"
"2011/09/02","17:24","3.552","-","4.13"
"2011/09/02","17:30","3.55","-","4.14"
"2011/09/02","17:36","3.544","-","4.14"
"2011/09/02","17:42","3.534","-","4.14"
"2011/09/02","17:48","3.52","-","4.12"
"2011/09/02","17:54","3.502","-","4.09"
"2011/09/02","18:00","3.48","-","4.08"
"2011/09/02","18:06","3.455","-","4.06"
"2011/09/02","18:12","3.425","-","4.01"
"2011/09/02","18:18","3.393","-","3.98"
"2011/09/02","18:24","3.356","-","3.93"
"2011/09/02","18:30","3.317","-","3.9"
"2011/09/02","18:36","3.274","-","3.84"
"2011/09/02","18:42","3.228","-","3.79"
"2011/09/02","18:48","3.18","-","3.77"
"2011/09/02","18:54","3.129","-","3.72"
"2011/09/02","19:00","3.075","-","3.66"
"2011/09/02","19:06","3.02","-","3.6"
"2011/09/02","19:12","2.962","-","3.56"
"2011/09/02","19:18","2.903","-","3.52"
"2011/09/02","19:24","2.843","-","3.47"
"2011/09/02","19:30","2.781","-","3.4"
"2011/09/02","19:36","2.719","-","3.35"
"2011/09/02","19:42","2.655","-","3.32"
"2011/09/02","19:48","2.591","-","3.28"
"2011/09/02","19:54","2.526","-","3.19"
"2011/09/02","20:00","2.46","-","3.14"
"2011/09/02","20:06","2.395","-","3.09"
"2011/09/02","20:12","2.329","-","3.03"
"2011/09/02","20:18","2.262","-","2.96"
"2011/09/02","20:24","2.196","-","2.88"
"2011/09/02","20:30","2.129","-","2.83"
"2011/09/02","20:36","2.063","-","2.77"
"2011/09/02","20:42","1.996","-","2.71"
"2011/09/02","20:48","1.928","-","2.62"
"2011/09/02","20:54","1.861","-","2.58"
"2011/09/02","21:00","1.793","-","2.52"
"2011/09/02","21:06","1.725","-","2.47"
"2011/09/02","21:12","1.657","-","2.42"
"2011/09/02","21:18","1.589","-","2.35"
"2011/09/02","21:24","1.52","-","2.3"
"2011/09/02","21:30","1.451","-","2.23"
"2011/09/02","21:36","1.381","-","2.17"
"2011/09/02","21:42","1.312","-","2.12"
"2011/09/02","21:48","1.242","-","2.05"
"2011/09/02","21:54","1.173","-","1.95"
"2011/09/02","22:00","1.104","-","1.88"
"2011/09/02","22:06","1.035","-","1.79"
"2011/09/02","22:12","0.966","-","1.71"
"2011/09/02","22:18","0.899","-","1.62"
"2011/09/02","22:24","0.832","-","1.56"
"2011/09/02","22:30","0.767","-","1.47"
"2011/09/02","22:36","0.703","-","1.38"
"2011/09/02","22:42","0.641","-","1.32"
"2011/09/02","22:48","0.581","-","1.26"
"2011/09/02","22:54","0.524","-","1.2"
"2011/09/02","23:00","0.469","-","1.12"
"2011/09/02","23:06","0.417","-","1.08"
"2011/09/02","23:12","0.368","-","1.03"
"2011/09/02","23:18","0.324","-","0.97"
"2011/09/02","23:24","0.283","-","0.91"
"2011/09/02","23:30","0.246","-","0.88"
"2011/09/02","23:36","0.214","-","0.83"
"2011/09/02","23:42","0.186","-","0.79"
"2011/09/02","23:48","0.164","-","0.73"
"2011/09/02","23:54","0.146","-","0.71"
"2011/09/03","00:00","0.134","-","0.69"
"2011/09/03","00:06","0.128","-","0.68"
"2011/09/03","00:12","0.126","-","0.67"
"2011/09/03","00:18","0.131","-","0.66"
"2011/09/03","00:24","0.14","-","0.65"
"2011/09/03","00:30","0.156","-","0.64"
"2011/09/03","00:36","0.177","-","0.66"
"2011/09/03","00:42","0.203","-","0.68"
"2011/09/03","00:48","0.235","-","0.69"
"2011/09/03","00:54","0.272","-","0.69"
"2011/09/03","01:00","0.313","-","0.72"
"2011/09/03","01:06","0.36","-","0.76"
"2011/09/03","01:12","0.41","-","0.8"
"2011/09/03","01:18","0.465","-","0.86"
"2011/09/03","01:24","0.524","-","0.92"
"2011/09/03","01:30","0.586","-","0.99"
"2011/09/03","01:36","0.651","-","1.03"
"2011/09/03","01:42","0.719","-","1.1"
"2011/09/03","01:48","0.789","-","1.18"
"2011/09/03","01:54","0.861","-","1.26"
"2011/09/03","02:00","0.934","-","1.32"
"2011/09/03","02:06","1.009","-","1.4"
"2011/09/03","02:12","1.084","-","1.48"
"2011/09/03","02:18","1.16","-","1.55"
"2011/09/03","02:24","1.236","-","1.65"
"2011/09/03","02:30","1.312","-","1.72"
"2011/09/03","02:36","1.386","-","1.81"
"2011/09/03","02:42","1.46","-","1.89"
"2011/09/03","02:48","1.533","-","1.96"
"2011/09/03","02:54","1.605","-","2.07"
"2011/09/03","03:00","1.674","-","2.15"
