"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2011/09/03","03:06","1.742","-","2.24"
"2011/09/03","03:12","1.808","-","2.3"
"2011/09/03","03:18","1.872","-","2.37"
"2011/09/03","03:24","1.934","-","2.44"
"2011/09/03","03:30","1.994","-","2.52"
"2011/09/03","03:36","2.051","-","2.58"
"2011/09/03","03:42","2.106","-","2.66"
"2011/09/03","03:48","2.158","-","2.71"
"2011/09/03","03:54","2.208","-","2.77"
"2011/09/03","04:00","2.256","-","2.81"
"2011/09/03","04:06","2.301","-","2.86"
"2011/09/03","04:12","2.344","-","2.9"
"2011/09/03","04:18","2.385","-","2.93"
"2011/09/03","04:24","2.423","-","2.96"
"2011/09/03","04:30","2.459","-","2.98"
"2011/09/03","04:36","2.493","-","3.02"
"2011/09/03","04:42","2.524","-","3.08"
"2011/09/03","04:48","2.553","-","3.1"
"2011/09/03","04:54","2.579","-","3.1"
"2011/09/03","05:00","2.603","-","3.1"
"2011/09/03","05:06","2.625","-","3.11"
"2011/09/03","05:12","2.643","-","3.13"
"2011/09/03","05:18","2.659","-","3.14"
"2011/09/03","05:24","2.672","-","3.17"
"2011/09/03","05:30","2.682","-","3.2"
"2011/09/03","05:36","2.69","-","3.22"
"2011/09/03","05:42","2.694","-","3.23"
"2011/09/03","05:48","2.695","-","3.22"
"2011/09/03","05:54","2.693","-","3.24"
"2011/09/03","06:00","2.687","-","3.21"
"2011/09/03","06:06","2.678","-","3.2"
"2011/09/03","06:12","2.666","-","3.19"
"2011/09/03","06:18","2.651","-","3.2"
"2011/09/03","06:24","2.632","-","3.2"
"2011/09/03","06:30","2.61","-","3.16"
"2011/09/03","06:36","2.585","-","3.13"
"2011/09/03","06:42","2.558","-","3.12"
"2011/09/03","06:48","2.527","-","3.07"
"2011/09/03","06:54","2.493","-","3.03"
"2011/09/03","07:00","2.457","-","3"
"2011/09/03","07:06","2.419","-","2.98"
"2011/09/03","07:12","2.379","-","2.93"
"2011/09/03","07:18","2.336","-","2.92"
"2011/09/03","07:24","2.293","-","2.87"
"2011/09/03","07:30","2.247","-","2.83"
"2011/09/03","07:36","2.201","-","2.79"
"2011/09/03","07:42","2.153","-","2.75"
"2011/09/03","07:48","2.105","-","2.7"
"2011/09/03","07:54","2.056","-","2.68"
"2011/09/03","08:00","2.007","-","2.64"
"2011/09/03","08:06","1.958","-","2.62"
"2011/09/03","08:12","1.908","-","2.56"
"2011/09/03","08:18","1.859","-","2.52"
"2011/09/03","08:24","1.81","-","2.47"
"2011/09/03","08:30","1.761","-","2.44"
"2011/09/03","08:36","1.713","-","2.37"
"2011/09/03","08:42","1.664","-","2.34"
"2011/09/03","08:48","1.617","-","2.29"
"2011/09/03","08:54","1.569","-","2.25"
"2011/09/03","09:00","1.522","-","2.24"
"2011/09/03","09:06","1.475","-","2.2"
"2011/09/03","09:12","1.428","-","2.17"
"2011/09/03","09:18","1.381","-","2.12"
"2011/09/03","09:24","1.334","-","2.08"
"2011/09/03","09:30","1.288","-","2.03"
"2011/09/03","09:36","1.241","-","1.99"
"2011/09/03","09:42","1.194","-","1.94"
"2011/09/03","09:48","1.147","-","1.91"
"2011/09/03","09:54","1.1","-","1.86"
"2011/09/03","10:00","1.053","-","1.82"
"2011/09/03","10:06","1.005","-","1.76"
"2011/09/03","10:12","0.958","-","1.7"
"2011/09/03","10:18","0.91","-","1.63"
"2011/09/03","10:24","0.863","-","1.53"
"2011/09/03","10:30","0.816","-","1.47"
"2011/09/03","10:36","0.769","-","1.4"
"2011/09/03","10:42","0.723","-","1.33"
"2011/09/03","10:48","0.677","-","1.27"
"2011/09/03","10:54","0.633","-","1.23"
"2011/09/03","11:00","0.589","-","1.21"
"2011/09/03","11:06","0.548","-","1.15"
"2011/09/03","11:12","0.508","-","1.1"
"2011/09/03","11:18","0.47","-","1.07"
"2011/09/03","11:24","0.434","-","0.98"
"2011/09/03","11:30","0.401","-","0.97"
"2011/09/03","11:36","0.371","-","0.95"
"2011/09/03","11:42","0.345","-","0.87"
"2011/09/03","11:48","0.322","-","0.81"
"2011/09/03","11:54","0.302","-","0.79"
"2011/09/03","12:00","0.287","-","0.76"
"2011/09/03","12:06","0.276","-","0.75"
"2011/09/03","12:12","0.27","-","0.71"
"2011/09/03","12:18","0.268","-","0.71"
"2011/09/03","12:24","0.271","-","0.67"
"2011/09/03","12:30","0.28","-","0.71"
"2011/09/03","12:36","0.293","-","0.7"
"2011/09/03","12:42","0.312","-","0.75"
"2011/09/03","12:48","0.336","-","0.77"
"2011/09/03","12:54","0.365","-","0.78"
"2011/09/03","13:00","0.399","-","0.79"
"2011/09/03","13:06","0.438","-","0.82"
"2011/09/03","13:12","0.482","-","0.86"
"2011/09/03","13:18","0.531","-","0.9"
"2011/09/03","13:24","0.585","-","0.94"
"2011/09/03","13:30","0.643","-","0.98"
"2011/09/03","13:36","0.705","-","1.03"
"2011/09/03","13:42","0.771","-","1.1"
"2011/09/03","13:48","0.841","-","1.15"
"2011/09/03","13:54","0.914","-","1.23"
"2011/09/03","14:00","0.989","-","1.29"
"2011/09/03","14:06","1.067","-","1.36"
"2011/09/03","14:12","1.148","-","1.41"
"2011/09/03","14:18","1.23","-","1.46"
"2011/09/03","14:24","1.313","-","1.53"
"2011/09/03","14:30","1.398","-","1.61"
"2011/09/03","14:36","1.483","-","1.64"
"2011/09/03","14:42","1.569","-","1.74"
"2011/09/03","14:48","1.654","-","1.81"
"2011/09/03","14:54","1.739","-","1.9"
"2011/09/03","15:00","1.824","-","1.97"
"2011/09/03","15:06","1.908","-","2.08"
"2011/09/03","15:12","1.99","-","2.17"
"2011/09/03","15:18","2.071","-","2.25"
"2011/09/03","15:24","2.151","-","2.33"
"2011/09/03","15:30","2.228","-","2.41"
"2011/09/03","15:36","2.304","-","2.5"
"2011/09/03","15:42","2.378","-","2.56"
"2011/09/03","15:48","2.449","-","2.65"
"2011/09/03","15:54","2.519","-","2.7"
"2011/09/03","16:00","2.586","-","2.78"
"2011/09/03","16:06","2.651","-","2.86"
"2011/09/03","16:12","2.713","-","2.93"
"2011/09/03","16:18","2.773","-","2.98"
"2011/09/03","16:24","2.831","-","3.01"
"2011/09/03","16:30","2.886","-","3.07"
"2011/09/03","16:36","2.939","-","3.16"
"2011/09/03","16:42","2.99","-","3.22"
"2011/09/03","16:48","3.038","-","3.29"
"2011/09/03","16:54","3.083","-","3.35"
"2011/09/03","17:00","3.127","-","3.4"
"2011/09/03","17:06","3.168","-","3.45"
"2011/09/03","17:12","3.206","-","3.5"
"2011/09/03","17:18","3.242","-","3.56"
"2011/09/03","17:24","3.274","-","3.57"
"2011/09/03","17:30","3.305","-","3.61"
"2011/09/03","17:36","3.332","-","3.65"
"2011/09/03","17:42","3.356","-","3.65"
"2011/09/03","17:48","3.378","-","3.69"
"2011/09/03","17:54","3.396","-","3.7"
"2011/09/03","18:00","3.411","-","3.72"
"2011/09/03","18:06","3.422","-","3.74"
"2011/09/03","18:12","3.43","-","3.74"
"2011/09/03","18:18","3.435","-","3.76"
"2011/09/03","18:24","3.436","-","3.78"
"2011/09/03","18:30","3.433","-","3.79"
"2011/09/03","18:36","3.426","-","3.8"
"2011/09/03","18:42","3.416","-","3.78"
"2011/09/03","18:48","3.402","-","3.76"
"2011/09/03","18:54","3.385","-","3.73"
"2011/09/03","19:00","3.364","-","3.71"
"2011/09/03","19:06","3.339","-","3.69"
"2011/09/03","19:12","3.311","-","3.67"
"2011/09/03","19:18","3.28","-","3.65"
"2011/09/03","19:24","3.246","-","3.65"
"2011/09/03","19:30","3.209","-","3.6"
"2011/09/03","19:36","3.17","-","3.55"
"2011/09/03","19:42","3.128","-","3.51"
"2011/09/03","19:48","3.084","-","3.45"
"2011/09/03","19:54","3.038","-","3.39"
"2011/09/03","20:00","2.99","-","3.32"
"2011/09/03","20:06","2.941","-","3.3"
"2011/09/03","20:12","2.89","-","3.27"
"2011/09/03","20:18","2.838","-","3.23"
"2011/09/03","20:24","2.785","-","3.17"
"2011/09/03","20:30","2.732","-","3.11"
"2011/09/03","20:36","2.677","-","3.07"
"2011/09/03","20:42","2.623","-","3.02"
"2011/09/03","20:48","2.567","-","2.96"
"2011/09/03","20:54","2.512","-","2.91"
"2011/09/03","21:00","2.456","-","2.88"
"2011/09/03","21:06","2.399","-","2.85"
"2011/09/03","21:12","2.343","-","2.8"
"2011/09/03","21:18","2.286","-","2.73"
"2011/09/03","21:24","2.228","-","2.68"
"2011/09/03","21:30","2.17","-","2.61"
"2011/09/03","21:36","2.112","-","2.57"
"2011/09/03","21:42","2.053","-","2.54"
"2011/09/03","21:48","1.993","-","2.49"
"2011/09/03","21:54","1.933","-","2.47"
"2011/09/03","22:00","1.872","-","2.42"
"2011/09/03","22:06","1.81","-","2.37"
"2011/09/03","22:12","1.747","-","2.33"
"2011/09/03","22:18","1.683","-","2.27"
"2011/09/03","22:24","1.619","-","2.2"
"2011/09/03","22:30","1.554","-","2.13"
"2011/09/03","22:36","1.488","-","2.08"
"2011/09/03","22:42","1.421","-","2.02"
"2011/09/03","22:48","1.354","-","1.97"
"2011/09/03","22:54","1.286","-","1.9"
"2011/09/03","23:00","1.219","-","1.82"
"2011/09/03","23:06","1.151","-","1.75"
"2011/09/03","23:12","1.084","-","1.68"
"2011/09/03","23:18","1.017","-","1.6"
"2011/09/03","23:24","0.95","-","1.53"
"2011/09/03","23:30","0.885","-","1.46"
"2011/09/03","23:36","0.821","-","1.41"
"2011/09/03","23:42","0.759","-","1.34"
"2011/09/03","23:48","0.699","-","1.27"
"2011/09/03","23:54","0.641","-","1.2"
"2011/09/04","00:00","0.586","-","1.13"
"2011/09/04","00:06","0.534","-","1.05"
"2011/09/04","00:12","0.485","-","0.95"
"2011/09/04","00:18","0.44","-","0.89"
"2011/09/04","00:24","0.399","-","0.85"
"2011/09/04","00:30","0.362","-","0.82"
"2011/09/04","00:36","0.329","-","0.78"
"2011/09/04","00:42","0.302","-","0.75"
"2011/09/04","00:48","0.278","-","0.72"
"2011/09/04","00:54","0.26","-","0.71"
"2011/09/04","01:00","0.248","-","0.67"
"2011/09/04","01:06","0.24","-","0.64"
"2011/09/04","01:12","0.238","-","0.63"
"2011/09/04","01:18","0.24","-","0.62"
"2011/09/04","01:24","0.249","-","0.61"
"2011/09/04","01:30","0.262","-","0.61"
"2011/09/04","01:36","0.281","-","0.61"
"2011/09/04","01:42","0.305","-","0.64"
"2011/09/04","01:48","0.333","-","0.66"
"2011/09/04","01:54","0.366","-","0.66"
"2011/09/04","02:00","0.404","-","0.67"
"2011/09/04","02:06","0.446","-","0.72"
"2011/09/04","02:12","0.492","-","0.77"
"2011/09/04","02:18","0.541","-","0.83"
"2011/09/04","02:24","0.594","-","0.88"
"2011/09/04","02:30","0.649","-","0.93"
"2011/09/04","02:36","0.707","-","0.97"
"2011/09/04","02:42","0.768","-","1.01"
"2011/09/04","02:48","0.83","-","1.08"
"2011/09/04","02:54","0.894","-","1.11"
"2011/09/04","03:00","0.959","-","1.16"
"2011/09/04","03:06","1.025","-","1.22"
"2011/09/04","03:12","1.091","-","1.27"
"2011/09/04","03:18","1.158","-","1.33"
"2011/09/04","03:24","1.225","-","1.39"
"2011/09/04","03:30","1.291","-","1.48"
"2011/09/04","03:36","1.357","-","1.56"
"2011/09/04","03:42","1.422","-","1.64"
"2011/09/04","03:48","1.486","-","1.7"
"2011/09/04","03:54","1.548","-","1.8"
"2011/09/04","04:00","1.61","-","1.88"
"2011/09/04","04:06","1.669","-","1.95"
"2011/09/04","04:12","1.728","-","2.02"
"2011/09/04","04:18","1.784","-","2.08"
"2011/09/04","04:24","1.839","-","2.13"
"2011/09/04","04:30","1.892","-","2.18"
"2011/09/04","04:36","1.944","-","2.23"
"2011/09/04","04:42","1.993","-","2.29"
"2011/09/04","04:48","2.041","-","2.33"
"2011/09/04","04:54","2.087","-","2.37"
"2011/09/04","05:00","2.131","-","2.42"
"2011/09/04","05:06","2.173","-","2.48"
"2011/09/04","05:12","2.213","-","2.54"
"2011/09/04","05:18","2.251","-","2.6"
"2011/09/04","05:24","2.288","-","2.64"
"2011/09/04","05:30","2.322","-","2.68"
"2011/09/04","05:36","2.354","-","2.72"
"2011/09/04","05:42","2.384","-","2.75"
"2011/09/04","05:48","2.412","-","2.79"
"2011/09/04","05:54","2.438","-","2.81"
"2011/09/04","06:00","2.461","-","2.83"
"2011/09/04","06:06","2.482","-","2.85"
"2011/09/04","06:12","2.501","-","2.87"
"2011/09/04","06:18","2.516","-","2.88"
"2011/09/04","06:24","2.529","-","2.89"
"2011/09/04","06:30","2.54","-","2.91"
"2011/09/04","06:36","2.547","-","2.94"
"2011/09/04","06:42","2.551","-","2.96"
"2011/09/04","06:48","2.552","-","2.97"
"2011/09/04","06:54","2.551","-","2.98"
"2011/09/04","07:00","2.546","-","2.97"
"2011/09/04","07:06","2.538","-","2.98"
"2011/09/04","07:12","2.527","-","2.96"
"2011/09/04","07:18","2.513","-","2.95"
"2011/09/04","07:24","2.497","-","2.93"
"2011/09/04","07:30","2.477","-","2.92"
"2011/09/04","07:36","2.455","-","2.89"
"2011/09/04","07:42","2.43","-","2.87"
"2011/09/04","07:48","2.403","-","2.88"
"2011/09/04","07:54","2.374","-","2.85"
"2011/09/04","08:00","2.344","-","2.83"
"2011/09/04","08:06","2.311","-","2.77"
"2011/09/04","08:12","2.277","-","2.77"
"2011/09/04","08:18","2.241","-","2.75"
"2011/09/04","08:24","2.205","-","2.72"
"2011/09/04","08:30","2.168","-","2.7"
"2011/09/04","08:36","2.13","-","2.66"
"2011/09/04","08:42","2.091","-","2.61"
"2011/09/04","08:48","2.052","-","2.56"
"2011/09/04","08:54","2.014","-","2.52"
"2011/09/04","09:00","1.975","-","2.47"
"2011/09/04","09:06","1.936","-","2.43"
"2011/09/04","09:12","1.897","-","2.39"
"2011/09/04","09:18","1.858","-","2.35"
"2011/09/04","09:24","1.82","-","2.32"
"2011/09/04","09:30","1.782","-","2.3"
"2011/09/04","09:36","1.744","-","2.28"
"2011/09/04","09:42","1.706","-","2.26"
"2011/09/04","09:48","1.668","-","2.24"
"2011/09/04","09:54","1.63","-","2.21"
"2011/09/04","10:00","1.592","-","2.17"
"2011/09/04","10:06","1.553","-","2.14"
"2011/09/04","10:12","1.514","-","2.09"
"2011/09/04","10:18","1.475","-","2.05"
"2011/09/04","10:24","1.435","-","2.02"
"2011/09/04","10:30","1.395","-","1.97"
"2011/09/04","10:36","1.354","-","1.92"
"2011/09/04","10:42","1.312","-","1.89"
"2011/09/04","10:48","1.27","-","1.85"
"2011/09/04","10:54","1.227","-","1.8"
"2011/09/04","11:00","1.183","-","1.76"
"2011/09/04","11:06","1.138","-","1.7"
"2011/09/04","11:12","1.093","-","1.66"
"2011/09/04","11:18","1.048","-","1.61"
"2011/09/04","11:24","1.002","-","1.58"
"2011/09/04","11:30","0.956","-","1.52"
"2011/09/04","11:36","0.91","-","1.48"
"2011/09/04","11:42","0.865","-","1.43"
"2011/09/04","11:48","0.82","-","1.4"
"2011/09/04","11:54","0.776","-","1.33"
"2011/09/04","12:00","0.733","-","1.29"
"2011/09/04","12:06","0.691","-","1.24"
"2011/09/04","12:12","0.651","-","1.22"
"2011/09/04","12:18","0.613","-","1.17"
"2011/09/04","12:24","0.577","-","1.13"
"2011/09/04","12:30","0.544","-","1.11"
"2011/09/04","12:36","0.514","-","1.08"
"2011/09/04","12:42","0.487","-","1.05"
"2011/09/04","12:48","0.464","-","1.02"
"2011/09/04","12:54","0.444","-","0.99"
"2011/09/04","13:00","0.428","-","0.98"
"2011/09/04","13:06","0.416","-","0.97"
"2011/09/04","13:12","0.409","-","0.94"
"2011/09/04","13:18","0.407","-","0.93"
"2011/09/04","13:24","0.408","-","0.9"
"2011/09/04","13:30","0.415","-","0.91"
"2011/09/04","13:36","0.427","-","0.91"
"2011/09/04","13:42","0.443","-","0.9"
"2011/09/04","13:48","0.464","-","0.89"
"2011/09/04","13:54","0.491","-","0.92"
"2011/09/04","14:00","0.521","-","0.94"
"2011/09/04","14:06","0.557","-","0.97"
"2011/09/04","14:12","0.597","-","1.01"
"2011/09/04","14:18","0.641","-","1"
"2011/09/04","14:24","0.689","-","1.08"
"2011/09/04","14:30","0.741","-","1.13"
"2011/09/04","14:36","0.797","-","1.16"
"2011/09/04","14:42","0.856","-","1.21"
"2011/09/04","14:48","0.919","-","1.26"
"2011/09/04","14:54","0.984","-","1.32"
"2011/09/04","15:00","1.051","-","1.35"
"2011/09/04","15:06","1.121","-","1.42"
"2011/09/04","15:12","1.192","-","1.46"
"2011/09/04","15:18","1.265","-","1.52"
"2011/09/04","15:24","1.339","-","1.6"
"2011/09/04","15:30","1.414","-","1.66"
"2011/09/04","15:36","1.489","-","1.74"
"2011/09/04","15:42","1.565","-","1.81"
"2011/09/04","15:48","1.64","-","1.89"
"2011/09/04","15:54","1.715","-","1.95"
"2011/09/04","16:00","1.79","-","2.04"
"2011/09/04","16:06","1.864","-","2.13"
"2011/09/04","16:12","1.937","-","2.2"
"2011/09/04","16:18","2.009","-","2.27"
"2011/09/04","16:24","2.079","-","2.32"
"2011/09/04","16:30","2.148","-","2.39"
"2011/09/04","16:36","2.216","-","2.45"
"2011/09/04","16:42","2.282","-","2.49"
"2011/09/04","16:48","2.347","-","2.55"
"2011/09/04","16:54","2.409","-","2.61"
"2011/09/04","17:00","2.47","-","2.66"
"2011/09/04","17:06","2.53","-","2.73"
"2011/09/04","17:12","2.587","-","2.81"
"2011/09/04","17:18","2.642","-","2.88"
"2011/09/04","17:24","2.696","-","2.93"
"2011/09/04","17:30","2.748","-","2.99"
"2011/09/04","17:36","2.798","-","3.06"
"2011/09/04","17:42","2.846","-","3.11"
"2011/09/04","17:48","2.892","-","3.14"
"2011/09/04","17:54","2.935","-","3.2"
"2011/09/04","18:00","2.977","-","3.24"
"2011/09/04","18:06","3.017","-","3.3"
"2011/09/04","18:12","3.054","-","3.35"
"2011/09/04","18:18","3.089","-","3.38"
"2011/09/04","18:24","3.121","-","3.38"
"2011/09/04","18:30","3.151","-","3.41"
"2011/09/04","18:36","3.178","-","3.44"
"2011/09/04","18:42","3.203","-","3.47"
"2011/09/04","18:48","3.224","-","3.5"
"2011/09/04","18:54","3.242","-","3.54"
"2011/09/04","19:00","3.258","-","3.56"
"2011/09/04","19:06","3.27","-","3.58"
"2011/09/04","19:12","3.278","-","3.6"
"2011/09/04","19:18","3.284","-","3.65"
"2011/09/04","19:24","3.286","-","3.63"
"2011/09/04","19:30","3.285","-","3.64"
"2011/09/04","19:36","3.28","-","3.64"
"2011/09/04","19:42","3.272","-","3.62"
"2011/09/04","19:48","3.261","-","3.61"
"2011/09/04","19:54","3.247","-","3.58"
"2011/09/04","20:00","3.229","-","3.55"
"2011/09/04","20:06","3.209","-","3.54"
"2011/09/04","20:12","3.186","-","3.5"
"2011/09/04","20:18","3.16","-","3.45"
"2011/09/04","20:24","3.132","-","3.42"
"2011/09/04","20:30","3.101","-","3.41"
"2011/09/04","20:36","3.068","-","3.39"
"2011/09/04","20:42","3.034","-","3.36"
"2011/09/04","20:48","2.998","-","3.32"
"2011/09/04","20:54","2.96","-","3.3"
"2011/09/04","21:00","2.921","-","3.24"
"2011/09/04","21:06","2.881","-","3.17"
"2011/09/04","21:12","2.839","-","3.13"
"2011/09/04","21:18","2.797","-","3.09"
"2011/09/04","21:24","2.754","-","3.03"
"2011/09/04","21:30","2.71","-","2.98"
"2011/09/04","21:36","2.666","-","2.93"
"2011/09/04","21:42","2.621","-","2.89"
"2011/09/04","21:48","2.576","-","2.86"
"2011/09/04","21:54","2.529","-","2.83"
"2011/09/04","22:00","2.482","-","2.81"
"2011/09/04","22:06","2.435","-","2.79"
"2011/09/04","22:12","2.387","-","2.76"
"2011/09/04","22:18","2.338","-","2.74"
"2011/09/04","22:24","2.288","-","2.69"
"2011/09/04","22:30","2.236","-","2.67"
"2011/09/04","22:36","2.184","-","2.63"
"2011/09/04","22:42","2.131","-","2.57"
"2011/09/04","22:48","2.077","-","2.52"
"2011/09/04","22:54","2.021","-","2.46"
"2011/09/04","23:00","1.964","-","2.43"
"2011/09/04","23:06","1.905","-","2.39"
"2011/09/04","23:12","1.845","-","2.34"
"2011/09/04","23:18","1.784","-","2.3"
"2011/09/04","23:24","1.722","-","2.24"
"2011/09/04","23:30","1.658","-","2.21"
"2011/09/04","23:36","1.593","-","2.13"
"2011/09/04","23:42","1.527","-","2.05"
"2011/09/04","23:48","1.461","-","2"
"2011/09/04","23:54","1.394","-","1.94"
"2011/09/05","00:00","1.326","-","1.84"
"2011/09/05","00:06","1.258","-","1.75"
"2011/09/05","00:12","1.191","-","1.67"
"2011/09/05","00:18","1.124","-","1.6"
"2011/09/05","00:24","1.057","-","1.54"
"2011/09/05","00:30","0.992","-","1.46"
"2011/09/05","00:36","0.928","-","1.4"
"2011/09/05","00:42","0.865","-","1.33"
"2011/09/05","00:48","0.805","-","1.26"
"2011/09/05","00:54","0.747","-","1.2"
"2011/09/05","01:00","0.692","-","1.16"
"2011/09/05","01:06","0.64","-","1.11"
"2011/09/05","01:12","0.591","-","1.06"
"2011/09/05","01:18","0.546","-","1"
"2011/09/05","01:24","0.504","-","0.96"
"2011/09/05","01:30","0.467","-","0.91"
"2011/09/05","01:36","0.434","-","0.87"
"2011/09/05","01:42","0.405","-","0.84"
"2011/09/05","01:48","0.382","-","0.81"
"2011/09/05","01:54","0.363","-","0.78"
"2011/09/05","02:00","0.348","-","0.77"
"2011/09/05","02:06","0.339","-","0.73"
"2011/09/05","02:12","0.335","-","0.71"
"2011/09/05","02:18","0.336","-","0.68"
"2011/09/05","02:24","0.342","-","0.68"
"2011/09/05","02:30","0.352","-","0.67"
"2011/09/05","02:36","0.368","-","0.68"
"2011/09/05","02:42","0.388","-","0.69"
"2011/09/05","02:48","0.412","-","0.71"
"2011/09/05","02:54","0.441","-","0.72"
"2011/09/05","03:00","0.474","-","0.76"
"2011/09/05","03:06","0.51","-","0.8"
"2011/09/05","03:12","0.55","-","0.85"
"2011/09/05","03:18","0.593","-","0.87"
"2011/09/05","03:24","0.64","-","0.92"
"2011/09/05","03:30","0.688","-","0.96"
"2011/09/05","03:36","0.74","-","1"
"2011/09/05","03:42","0.793","-","1.05"
"2011/09/05","03:48","0.848","-","1.11"
"2011/09/05","03:54","0.904","-","1.17"
"2011/09/05","04:00","0.961","-","1.25"
"2011/09/05","04:06","1.02","-","1.3"
"2011/09/05","04:12","1.078","-","1.36"
"2011/09/05","04:18","1.137","-","1.41"
"2011/09/05","04:24","1.196","-","1.49"
"2011/09/05","04:30","1.255","-","1.55"
"2011/09/05","04:36","1.314","-","1.63"
"2011/09/05","04:42","1.372","-","1.7"
"2011/09/05","04:48","1.429","-","1.77"
"2011/09/05","04:54","1.485","-","1.85"
"2011/09/05","05:00","1.541","-","1.89"
"2011/09/05","05:06","1.595","-","1.95"
"2011/09/05","05:12","1.648","-","2"
"2011/09/05","05:18","1.7","-","2.06"
"2011/09/05","05:24","1.75","-","2.1"
"2011/09/05","05:30","1.8","-","2.15"
"2011/09/05","05:36","1.848","-","2.21"
"2011/09/05","05:42","1.894","-","2.28"
"2011/09/05","05:48","1.939","-","2.34"
"2011/09/05","05:54","1.983","-","2.41"
"2011/09/05","06:00","2.025","-","2.45"
"2011/09/05","06:06","2.065","-","2.5"
"2011/09/05","06:12","2.104","-","2.55"
"2011/09/05","06:18","2.142","-","2.59"
"2011/09/05","06:24","2.178","-","2.61"
"2011/09/05","06:30","2.212","-","2.65"
"2011/09/05","06:36","2.244","-","2.67"
"2011/09/05","06:42","2.274","-","2.69"
"2011/09/05","06:48","2.303","-","2.71"
"2011/09/05","06:54","2.329","-","2.73"
"2011/09/05","07:00","2.353","-","2.74"
"2011/09/05","07:06","2.375","-","2.78"
"2011/09/05","07:12","2.394","-","2.81"
"2011/09/05","07:18","2.411","-","2.84"
"2011/09/05","07:24","2.426","-","2.87"
"2011/09/05","07:30","2.438","-","2.91"
"2011/09/05","07:36","2.447","-","2.93"
